"Country Name","Country Code","Indicator Name","Indicator Code","yr1960","yr1961","yr1962","yr1963","yr1964","yr1965","yr1966","yr1967","yr1968","yr1969","yr1970","yr1971","yr1972","yr1973","yr1974","yr1975","yr1976","yr1977","yr1978","yr1979","yr1980","yr1981","yr1982","yr1983","yr1984","yr1985","yr1986","yr1987","yr1988","yr1989","yr1990","yr1991","yr1992","yr1993","yr1994","yr1995","yr1996","yr1997","yr1998","yr1999","yr2000","yr2001","yr2002","yr2003","yr2004","yr2005","yr2006","yr2007","yr2008","yr2009","yr2010","yr2011","yr2012","yr2013","yr2014",
"Antigua and Barbuda","ATG","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","941.919930454288","1061.66043900776","1307.39641279195","1565.64863547914","1784.41520809846","2000.75198572204","2255.3690170917","2595.02427421436","3070.43927047236","3806.14955426997","4512.53967952176","5415.84780956705","6025.84758192516","6325.24090483941","6575.48038263731","6680.37575242046","7037.93902963406","7514.48354706237","7230.32050882325","7702.67014760284","8027.63098919176","8355.61849563092","8572.37332938458","10094.758886369","9797.9685397356","10027.8560434856","10382.6307170906","10993.3690531169","12079.8654817035","13599.9086171209","15276.0679948847","15786.3577997616","13979.2626925883","13017.3103875487","12817.8415733094","13525.616220134","13342.0849977054","",
"Australia","AUS","GDP per capita (current US$)","NY.GDP.PCAP.CD","1807.45876560568","1874.62527125417","1851.32055757767","1963.53680046189","2127.56690159395","2276.96833109088","2339.28519092229","2575.0505648752","2718.59046693813","2985.57959848279","3298.32093221435","3488.22090890723","3941.48257477806","4760.85143381892","6470.15797510819","6989.00048977555","7470.46078354376","7759.00875561532","8235.00580857388","9274.32273415878","10187.7966672405","11828.0652050747","12760.8519255709","11512.0918860392","12431.3049608089","11436.4475431564","11363.97745279","11627.7945298286","14262.3034211614","17810.6146201577","18221.1049942874","18840.6404411854","18594.6492836738","17661.6588703519","18083.1384996224","20364.249696919","21921.7798964759","23526.2866449399","21341.729647743","20537.4718378955","21666.9516807638","19496.6387106527","20062.2211406856","23445.1867600691","30449.6196474156","33995.8516729703","36100.558521619","40976.4521926747","49650.4175356471","42702.1982785243","51800.931389541","62133.6775332298","67524.7605280262","67458.3554087914","",
"Austria","AUT","GDP per capita (current US$)","NY.GDP.PCAP.CD","935.460426850415","1031.8150043291","1087.8342434189","1167.00053244585","1269.41258289256","1374.53213986075","1486.96860600566","1569.66718289967","1677.67352804272","1825.38612552124","2053.80951388476","2375.24267361004","2917.00484403329","3881.34971725077","4619.60172831448","5272.88768233537","5664.70742187183","6794.22094540602","8185.70197122612","9770.17215002269","10843.3617230332","9362.63998455272","9387.67772757838","9514.43183442173","8969.40561792029","9150.00121050104","13051.5556145522","16353.2794264234","17536.2720859964","17426.8635399064","21628.760231013","22356.923917186","24820.2278258852","24023.515467019","25584.9178245938","30252.7946924041","29742.4288063177","26646.8839392444","27289.6307093023","27116.6760790806","24517.2674460147","24489.7355313151","26351.3756769542","32102.9305523558","36694.9972628129","38241.091364843","40428.922547292","46554.5098278564","51293.1706539512","47526.2710532641","46444.184444031","51045.6779504619","48348.2320594478","50546.697503125","",
"Azerbaijan","AZE","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1237.324491677","1209.23749284959","676.15151145252","530.090379806798","436.19055858199","397.198116117247","409.216745216782","505.560573228931","561.910301735455","573.8902561721","655.097432602586","703.671250439944","763.101212220367","883.614008967961","1045.02641527642","1578.36733030667","2472.99747579405","3851.43786871172","5574.60380218613","4950.29479142375","5842.80578358576","7189.69122920765","7393.77187697623","7811.78981888773","",
"Burundi","BDI","GDP per capita (current US$)","NY.GDP.PCAP.CD","70.3330736846638","71.4694335501474","73.7603277929598","78.8741609195558","86.5716238047223","51.6379367564512","52.4574885176544","55.1129068759763","55.2253855904549","56.0591138522018","70.2125072071903","72.0842713833349","69.5746444664999","84.9411349731773","95.2752739525489","114.492166738147","119.74667878605","143.130609651201","155.75823300567","194.706805552307","222.880939583415","228.559792788724","232.42352230036","241.350850951086","213.443448147937","240.875984498507","243.479064540293","221.564795867671","204.968272900861","204.414540995062","201.949143785129","203.033802432218","184.106198999477","156.342253392124","151.335510575276","161.101577901907","138.062807442629","152.741206971868","138.619149063048","123.45966674969","130.423848462325","128.198058276467","117.281401276527","108.014551026407","121.859303582582","143.78352946677","158.305023201892","162.827509358887","186.871748869565","194.896666130154","219.529799450793","246.91432710688","251.01452298564","267.109321867395","",
"Belgium","BEL","GDP per capita (current US$)","NY.GDP.PCAP.CD","1273.69165910289","1350.19767333123","1438.5232330684","1535.02372901043","1701.84627554319","1835.59476553194","1957.62608042762","2086.63600544654","2222.36151051913","2458.08182003773","2776.4255840326","3094.67004860638","3846.22560083502","4919.62873312151","5755.63676679587","6726.90117575136","7270.63430449588","8459.04307065962","10328.9594885533","11855.5995462057","12912.9982899516","10663.2620404455","9379.44955667599","8879.92733610871","8489.48037925296","8784.14821042214","12216.3933102908","15193.5009131774","16453.5233684935","16588.0015841732","20678.8368901206","21121.8030344098","23461.6395566971","22368.8099189744","24300.7591269343","28522.0475516397","27646.0870225357","24957.5907428819","25465.29682722","25391.7457472436","23151.9357693147","23078.3745637508","25006.8186779807","30702.5134923725","35549.0330483503","36927.1043436191","38934.3720836425","44447.3819164863","48563.0869027213","44996.4524520095","44358.2606374721","47814.0830509866","44827.6628331227","46877.986248601","",
"Benin","BEN","GDP per capita (current US$)","NY.GDP.PCAP.CD","93.0225849709273","95.566922035029","94.4518743532596","99.8404447597459","104.32375892899","110.13261110968","112.973547110195","112.02764029513","117.022462771931","116.188506390207","114.7366635596","112.745518139182","135.00867181192","162.174943125232","174.170725549706","207.440589741964","208.760440107976","218.529290643871","263.631078080509","327.823149909895","377.956636047054","337.794506776359","322.478807312067","270.767092546785","252.435659760054","243.911509468886","302.66557034205","343.679165298487","345.80926495261","310.632725810469","391.893446781021","383.295362371955","315.218286804725","407.450188044766","276.15912107097","362.470949451116","382.285440635546","356.578260499491","375.024106517439","369.244974805042","339.473025696983","348.33454952624","378.658708432053","464.046143042776","511.292978877459","532.610998244811","557.232446903959","633.004563421804","739.245214294878","712.545407090912","690.002281080866","745.39186745866","750.513124244815","804.692498598861","",
"Burkina Faso","BFA","GDP per capita (current US$)","NY.GDP.PCAP.CD","68.4247056865246","71.5582088992003","76.520610972212","78.3721024896116","80.4727076055827","81.7251198708372","82.545624624061","84.36313619086","84.7330328292247","86.5202176682609","81.499931205429","84.2878271085807","99.3267873369654","113.780465171729","124.358933744975","152.7281454003","155.648936572066","176.78325009122","225.941557619927","262.075837239001","282.685785439272","254.230804300942","245.094628890051","217.994670856912","193.843159631187","200.894264501183","256.762445666126","291.131796118384","313.061833852536","304.853272652455","351.979249110808","346.410431974456","240.963399511296","244.127150174085","193.070242373387","235.832231814855","249.364679053716","229.505225653189","255.738905037583","267.211582208839","224.928647089409","235.461798886493","260.6935797372","332.227075619033","371.217986822535","406.998804328341","422.844817464401","474.589978120844","569.639293425797","553.042374261364","592.60746992057","649.925229986443","651.653315096863","683.948401773087","",
"Bangladesh","BGD","GDP per capita (current US$)","NY.GDP.PCAP.CD","86.2967322979726","94.5485570161205","96.9675357639497","98.6743467695732","97.0405529423232","103.262133093692","109.092098599045","118.976239891739","118.960062765013","130.887076609235","135.61870220798","129.411780950022","91.4919170992648","115.654616155737","175.772007848517","268.399051936544","136.360935344025","126.94331832928","170.479191042567","194.237500368833","219.575608475631","233.152194359527","207.751884773754","191.900033153131","214.261827465659","229.22635429914","218.481213933418","239.064387146057","251.032427315501","256.016492061566","280.565616295208","281.598764929076","282.029624877522","288.661786796902","287.712427238796","316.508586886834","332.236257827514","338.698562139858","345.875938660673","351.582591038389","355.973434120504","348.75689288747","347.218612304559","372.98052036158","400.472474922602","421.123311373275","495.752966319113","543.585160101205","619.255921300055","685.455963604704","762.803739510009","841.52749547327","862.053895256506","957.824266028903","",
"Bulgaria","BGR","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","2261.41723305214","2255.76122683521","2220.82316874899","1897.07858430838","1943.06256515153","1959.93875710619","2261.75772560664","3168.86527178481","2561.10861712563","2449.8007383682","2377.33589352945","1267.73441441504","1214.48493254431","1278.5173915088","1149.37799254941","1554.72172292877","1208.95216837851","1346.93679558227","1772.03420708875","1663.67669926329","1634.42465068358","1783.45484542102","2077.06398589677","2697.15736009393","3331.0909433945","3785.65463024894","4370.6391591705","5782.99452988049","7115.91162415512","6738.10054250308","6580.81387480713","7588.80894188031","7198.0456180183","7498.83148441441","",
"Bahrain","BHR","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","8537.59730650467","9269.14628208229","9446.15832539159","9421.45232747978","9590.77742418184","8706.82937897674","7041.42332005001","7554.51201660793","7957.79006454201","8029.98708735837","8528.76005935056","9057.72346871427","9088.57944311585","9707.22283171814","10138.1239913698","10376.3647760188","10525.9500320722","10628.0592574181","10013.879479798","10330.8661540897","13562.7341428428","12846.4533329503","13149.3132931579","14344.9282229448","16027.3447560328","18156.3774747039","19460.0409066807","21049.5614783923","23037.88149011","19251.1215422232","20545.9670214732","22466.8834618556","23339.01943567","24689.105627649","",
"Bahamas, The","BHS","GDP per capita (current US$)","NY.GDP.PCAP.CD","1550.33743362372","1651.45929519612","1752.95311640643","1867.12401935202","1994.54029446663","2144.90758577304","2322.97563853017","2556.86885744326","2804.66982143087","3215.44757855625","3179.23880777128","3297.92312514738","3322.57484087178","3696.64277173823","3416.58697871927","3156.46805942334","3328.58142609056","3617.12273866415","4130.79186744148","5531.9897300498","6338.64995727713","6622.43969471319","7165.16701925783","7695.04050021316","8873.80768127158","9888.61575565441","10339.3480669914","11150.506785211","11381.5457317689","12157.4030326011","12350.8804781187","11915.4966258397","11683.7093240435","11405.1751166522","11815.6768907258","12244.2420996251","12722.1709120905","17295.4696787464","18465.1393803936","20515.0319313527","21250.5818463926","21506.7441131334","22514.9447157155","22017.7077788761","22005.003101737","23416.9036853364","23733.8076764932","24321.0651105543","23674.1402078429","22060.9209798811","21941.8693030197","21649.8194256014","22096.4619851597","22312.0829733898","",
"Bosnia and Herzegovina","BIH","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","343.170841367944","530.126411138766","799.307256883323","1038.41024167982","1130.70639182092","1248.86053921107","1435.95768580097","1481.9457148652","1706.50195390992","2148.48434579877","2578.73808730919","2810.37702895736","3238.62364828569","3991.31542310218","4846.13216289571","4480.37759013708","4380.60428542686","4771.26928178276","4409.59211967771","4661.76424465729","",
"Belarus","BLR","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1704.74030406477","1747.43867127761","1666.22751294157","1590.03540902938","1460.01754360249","1370.67270975184","1452.44700181708","1396.50216637274","1511.77026798131","1209.61488077994","1273.0491239487","1244.4419967652","1479.46532113219","1819.4790277163","2378.37489391196","3126.36777779462","3848.59629932721","4735.95313763859","6377.35969207257","5176.04470138203","5818.8548592158","6305.77366247653","6721.83490773968","7575.48211011402","",
"Belize","BLZ","GDP per capita (current US$)","NY.GDP.PCAP.CD","304.910555068923","316.417307018971","327.116645616226","336.941583050473","351.165332311984","377.587202718467","406.109123814586","420.405760359397","386.95324695472","396.657642438385","435.70117861594","474.448022225897","519.57167250442","605.933442475237","786.075061051571","885.977908578144","717.050788172437","858.815542626888","980.773105373744","1074.24915786792","1351.01386740293","1307.21168832929","1183.1839364216","1212.93800539084","1315.31351735665","1268.22139755997","1343.87514966352","1587.0876097561","1760.14219757862","1980.44378517517","2202.32247056816","2323.90329869597","2658.59225263938","2821.08483676066","2870.10601173795","2995.8725362999","3019.52364149782","2994.26100357806","3060.52644013453","3159.69979198202","3486.16431810752","3555.6601415866","3704.53676501613","3833.42494174479","3991.28433444008","4097.53861429832","4363.82654981451","4509.29625151994","4662.41909219742","4441.48234645334","4527.3366386364","4701.54799544707","4856.71573165463","4893.92663452847","",
